"plate","state","license_type","summons_number","issue_date","violation_time","violation","precinct","county","issuing_agency"
"RWZ1178","TX","PAS","9123792218","05/13/2024",,,,,
"B975HC","FL","PAS","9123803071","06/24/2024",,,,,
"F3301L","TN","PAS","9123822168","04/29/2024",,,,,
"S1025742","GA","PAS","9123837263","04/22/2024",,,,,
"19BD83","TN","PAS","9123855113","04/22/2024",,,,,
"S1877609","GA","PAS","9123906157","05/01/2024",,,,,
"XPVC24","NJ","PAS","9123927161","04/22/2024",,,,,
"G5596L","FL","PAS","9123959472","05/29/2024",,,,,
"AG893301","CT","PAS","9123986438","04/29/2024",,,,,
"1U20W4","TN","PAS","9124000905","04/17/2024",,,,,
"MHV9222","TX","PAS","9124002070","04/19/2024",,,,,
"HCP188","SC","PAS","9124008369","05/08/2024",,,,,
"RANK45","FL","PAS","9124239410","04/27/2024",,,,,
"L84PMK","NJ","PAS","9124245847","04/25/2024",,,,,
"LEJ5075","NY","PAS","9124309503","05/25/2024",,,,,
"F26UBX","NJ","PAS","9124322222","09/12/2024","01:21P","NO STANDING-COMM METER ZONE","014","NY","TRAFFIC"
"JG5585","MS","PAS","9124381688","05/01/2024",,,,,
"1826463","ME","PAS","9124385001","04/22/2024",,,,,
"87J19D0","TX","PAS","9124414712","04/29/2024",,,,,
"778ZHK","CT","PAS","9124452865","05/06/2024",,,,,
"JJT5454","TX","PAS","9124454217","05/12/2024",,,,,
"SC559","MA","PAS","9124465999","04/22/2024",,,,,
"PR13903","PA","PAS","9124468484","05/02/2024",,,,,
"419BC5","NY","MOT","9124549800","06/10/2024","03:06P","SIDEWALK","013","NY","TRAFFIC"
"GU2819","DC","PAS","9124642850","05/07/2024",,,,,
"08DGFB","FL","PAS","9124663840","05/16/2024","09:44A","FIRE HYDRANT","102","Q","TRAFFIC"
"53989MK","NY","COM","9124679938","05/16/2024",,,,,
"P87DXZ","NJ","PAS","9124708781","05/01/2024",,,,,
"TTD5126","OH","PAS","9124734056","05/03/2024",,,,,
"F60PRS","NJ","PAS","9124772367","04/25/2024",,,,,
"77380NC","NY","COM","9124798629","06/05/2024",,,,,
"S1871528","GA","PAS","9124835286","04/23/2024",,,,,
"MCL0252","PA","PAS","9124865151","04/30/2024",,,,,
"K33FTD","NJ","PAS","9124882860","05/15/2024",,,,,
"6ED9929","MD","PAS","9124896913","04/29/2024",,,,,
"LPS814","PA","PAS","9124897980","05/03/2024",,,,,
"A68MDM","NJ","PAS","9124984668","05/06/2024",,,,,
"C350745","CT","CMB","9125011030","05/30/2024",,,,,
"LDH2635","NY","PAS","9125100889","05/07/2024","12:06P","DOUBLE PARKING","043","BX","TRAFFIC"
"T81GCZ","NJ","PAS","9125116058","04/30/2024",,,,,
"LBJ6558","PA","PAS","9125132179","04/27/2024",,,,,
"LCF0391","PA","PAS","9125141958","05/08/2024",,,,,
"DVQM27","CO","PAS","9125178593","06/03/2024",,,,,
"190WYT","WA","PAS","9125220214","04/25/2024",,,,,
"39AESN","FL","PAS","9125250644","04/30/2024",,,,,
"R91GRZ","NJ","PAS","9125296073","05/06/2024",,,,,
"BVB7034","NC","PAS","9125311876","05/17/2024",,,,,
"SCV1467","GA","PAS","9125362902","05/14/2024",,,,,
"1ESE99","MA","PAS","9125445297","04/24/2024",,,,,
"G9837L","FL","PAS","9125592579","05/06/2024",,,,,
"TPD15V","NJ","PAS","9125653143","05/10/2024",,,,,
"M83SZZ","NJ","PAS","9125684279","05/28/2024",,,,,
"LGN9043","NY","PAS","9125740192","04/25/2024","01:51P","BIKE LANE","052","BX","TRAFFIC"
"LKR2270","PA","PAS","9125773422","05/21/2024",,,,,
"71ACQF","FL","PAS","9125811885","05/07/2024",,,,,
"TR7163J","GA","PAS","9125824041","05/08/2024",,,,,
"KTS66779","PA","PAS","9125942797","05/12/2024",,,,,
"751UCV","CT","PAS","9125976230","05/13/2024",,,,,
"Z61PXJ","NJ","PAS","9125982473","04/30/2024",,,,,
"1A1150N","AL","PAS","9125984731","05/04/2024",,,,,
"ZJ643S","NJ","PAS","9126010665","05/01/2024",,,,,
"953ZVO","CT","PAS","9126027343","05/06/2024",,,,,
"105ZSK","IN","PAS","9126046386","05/05/2024",,,,,
"BZ61QK","FL","PAS","9126095312","05/04/2024","09:14A","FIRE HYDRANT","067","K","TRAFFIC"
"8ZBB921","CA","PAS","9126108422","05/27/2024",,,,,
"LKY6718","NY","PAS","9126109414","05/30/2024",,,,,
"4389A","NE","PAS","9126127052","06/14/2024",,,,,
"3926268","PA","PAS","9126174273","05/17/2024",,,,,
"LXN3431","PA","PAS","9126181940","05/08/2024",,,,,
"2593A69","TX","PAS","9126195057","04/28/2024",,,,,
"2FD5857","MD","PAS","9126198290","05/12/2024",,,,,
"ADNA66","CO","PAS","9126256265","05/02/2024",,,,,
"JTC64R","NJ","PAS","9126336479","05/03/2024",,,,,
"BLANKPLATE","99","999","9126357884","05/09/2024","11:06A","FRONT OR BACK PLATE MISSING","042","BX","TRAFFIC"
"IU04W6","TN","PAS","9126363276","05/08/2024",,,,,
"8IL173","TN","PAS","9126391430","07/30/2024","09:07A","NO PARKING-STREET CLEANING","090","K","TRAFFIC"
"5231680","ME","PAS","9126410278","05/04/2024",,,,,
"T70RUT","NJ","PAS","9126419087","05/16/2024",,,,,
"LJW2021","NY","PAS","9126422244","05/11/2024",,,,,
"S1921624","GA","PAS","9126579741","06/12/2024",,,,,
"YRW76S","NJ","PAS","9126630710","05/07/2024",,,,,
"S1857539","GA","PAS","9126673836","05/10/2024",,,,,
"LBL9696","NY","PAS","9126692200","05/12/2024","07:11A","FIRE HYDRANT","079","K","TRAFFIC"
"R891901","IN","PAS","9126724340","06/28/2024",,,,,
"TRD743","SC","PAS","9126725344","05/04/2024","06:26A","FIRE HYDRANT","114","Q","TRAFFIC"
"BF72346","CT","PAS","9126757904","05/30/2024",,,,,
"278361","IN","PAS","9126758106","05/31/2024",,,,,
"S1892987","GA","PAS","9126834005","05/25/2024",,,,,
"S1708736","GA","PAS","9126855227","05/04/2024",,,,,
"S1931713","GA","PAS","9126861756","06/04/2024",,,,,
"AJY9181","WI","PAS","9126865956","05/14/2024",,,,,
"ZFV1439","NY","ITP","9126923026","06/04/2024",,,,,
"LKJ2581","NY","PAS","9126930602","05/06/2024",,,,,
"T67SUP","NJ","PAS","9127076349","06/14/2024",,,,,
"R327600","OH","PAS","9127101034","05/20/2024",,,,,
"S1855233","GA","PAS","9127113310","05/11/2024",,,,,
"KRC0833","PA","PAS","9127176204","07/13/2024",,,,,
"LJF5249","PA","PAS","9127191692","06/18/2024",,,,,
"GTR1892","NY","PAS","9127196264","05/09/2024",,,,,
"23X2210","AL","PAS","9127215921","05/03/2024",,,,,
"X75683","MA","PAS","9127220000","05/02/2024",,,,,
"406LDQ","CO","PAS","9127226219","06/25/2024",,,,,
"668ZRL","CT","PAS","9127233339","05/06/2024",,,,,
"BJ35186","CT","PAS","9127253405","05/23/2024",,,,,
"GA1830","WA","PAS","9127289874","05/28/2024",,,,,
"S1886365","GA","PAS","9127318941","05/09/2024",,,,,
"AW84438","CT","999","9127349706","05/22/2024",,,,,
"194AG1","MA","PAS","9127367939","05/29/2024",,,,,
"DC62J61","CA","PAS","9127377787","06/05/2024",,,,,
"C157392","ME","PAS","9127385942","05/04/2024",,,,,
"TUM7665","CA","PAS","9127389091","06/13/2024",,,,,
"078C7I","MO","PAS","9127480720","05/12/2024",,,,,
"BLANKPLATE","99","999","9127532770","05/08/2024","04:06P","FIRE HYDRANT","088","K","TRAFFIC"
"ERC9303","NY","PAS","9127570356","05/09/2024",,,,,
"G9837L","FL","PAS","9127575433","05/07/2024",,,,,
"TRT4743","VA","PAS","9127647572","06/05/2024",,,,,
"P70PKS","NJ","PAS","9127665811","05/11/2024",,,,,
"5295331","ME","PAS","9127670636","05/04/2024",,,,,
"HTA0090","PA","PAS","9127681701","08/10/2024","05:52A","CROSSWALK","103","Q","TRAFFIC"
"BDJ689","MI","PAS","9127696157","05/07/2024",,,,,
"HDQ025","MS","PAS","9127790344","10/30/2024","07:40P","FIRE HYDRANT","010","NY","TRAFFIC"
"PC454121","DE","PAS","9127808816","06/20/2024",,,,,
"S1897976","GA","PAS","9127816072","06/03/2024",,,,,
"P1242686","IL","PAS","9127828001","06/12/2024",,,,,
"C135479","DE","PAS","9127858042","05/13/2024",,,,,
"S1886722","GA","PAS","9127859307","05/16/2024",,,,,
"AK89575","CT","999","9127897424","05/16/2024",,,,,
"HEA2216","NY","999","9127923289","05/26/2024",,,,,
"K0C477","VT","PAS","9127958917","05/11/2024",,,,,
"KDS9300","TX","PAS","9127986810","05/18/2024",,,,,
"9377VR","FL","PAS","9127998710","05/21/2024",,,,,
"9377VR","FL","PAS","9127999920","05/29/2024",,,,,
"Y42PNR","NJ","PAS","9128005570","05/07/2024",,,,,
"SEN5317","GA","PAS","9128071517","05/14/2024",,,,,
"ADNA66","CO","PAS","9128090342","05/06/2024",,,,,
"S1941107","GA","PAS","9128137620","06/12/2024",,,,,
"S1891056","GA","PAS","9128140333","05/06/2024",,,,,
"MBN9606","PA","PAS","9128149038","03/26/2025","10:49A","EXPIRED MUNI METER","026","NY","TRAFFIC"
"JGK692","MS","PAS","9128189875","06/04/2024",,,,,
"KCA9962","PA","PAS","9128194615","06/08/2024",,,,,
"BLANKPLATE","99","999","9128209990","06/18/2024","01:45P","FIRE HYDRANT","044","BX","TRAFFIC"
"D38RXU","NJ","PAS","9128232501","05/13/2024","12:47P","CROSSWALK","084","K","TRAFFIC"
"LTC3146","PA","PAS","9128281457","05/12/2024",,,,,
"F18JTM","NJ","PAS","9128292571","05/11/2024",,,,,
"MYD37W","NJ","PAS","9128309789","05/29/2024",,,,,
"T64SNC","NJ","PAS","9128336082","05/24/2024",,,,,
"P61PXB","NJ","PAS","9128361052","05/15/2024",,,,,
"233BL4","NY","MOT","9128363462","05/29/2024",,,,,
"TSE1445","VA","PAS","9128379603","05/17/2024",,,,,
"28813M6","MD","PAS","9128423434","05/23/2024",,,,,
"C22MBB","NJ","PAS","9128503340","05/13/2024",,,,,
"RR5V57","PA","PAS","9128551060","05/14/2024",,,,,
"4195482","PA","PAS","9128589580","06/06/2024",,,,,
"AJ74EI","FL","PAS","9128626400","05/19/2024",,,,,
"N79RFN","NJ","PAS","9128680200","05/16/2024",,,,,
"944XJE","CT","PAS","9128705257","05/16/2024",,,,,
"XFAF78","NJ","PAS","9128815695","05/20/2024",,,,,
"265394B","ME","PAS","9128827569","05/22/2024",,,,,
"XPMM42","NJ","PAS","9128921318","06/07/2024",,,,,
"AL55CD","FL","PAS","9128968293","06/03/2024",,,,,
"S1894932","GA","PAS","9129000208","05/24/2024",,,,,
"E60GGT","NJ","PAS","9129058636","06/03/2024",,,,,
"MLH9382","PA","PAS","9129073133","05/25/2024",,,,,
"R59RNY","NJ","PAS","9129161162","05/28/2024",,,,,
"RA23397","MS","PAS","9129174259","05/28/2024",,,,,
"XQ287020","DE","PAS","9129174934","05/30/2024",,,,,
"HPJ7821","PA","PAS","9129235649","05/16/2024",,,,,
"JXG0930","PA","PAS","9129238407","05/27/2024",,,,,
"6V2427","WV","PAS","9129247172","05/25/2024",,,,,
"S1873837","GA","PAS","9129257360","05/18/2024",,,,,
"5342957","ME","PAS","9129287157","05/19/2024",,,,,
"023G204","MI","PAS","9129329164","05/28/2024",,,,,
"R19UBV","NJ","PAS","9129346484","05/20/2024",,,,,
"CB0YZFL","VA","PAS","9129368170","05/28/2024",,,,,
"926KRF","WA","PAS","9129417752","05/22/2024",,,,,
"LXE3463","PA","PAS","9129430902","05/10/2024",,,,,
"GBX840","VT","PAS","9129457282","05/20/2024",,,,,
"SAINT","NC","PAS","9129459564","05/31/2024","12:11P","NO PARKING-STREET CLEANING","083","K","TRAFFIC"
"HJR072","MN","PAS","9129468644","06/04/2024",,,,,
"HRF8798","NY","PAS","9129497000","06/11/2024",,,,,
"237715B","MT","PAS","9129555346","05/15/2024",,,,,
"12539AL","WA","PAS","9129582829","06/05/2024",,,,,
"ZWS4382","PA","PAS","9129648865","06/13/2024",,,,,
"PN403E","FL","PAS","9129661500","05/20/2024",,,,,
"LLG7686","PA","PAS","9129728769","06/06/2024",,,,,
"HMN4896","OH","PAS","9129734071","06/07/2024",,,,,
"KJJ8848","PA","PAS","9129764210","05/30/2024",,,,,
"AW35466","CT","PAS","9129777033","07/13/2024",,,,,
"CLW3187","GA","PAS","9129777112","07/13/2024",,,,,
"TA8752","MS","PAS","9129777872","07/23/2024",,,,,
"S1914606","NY","PAS","9129836050","05/23/2024",,,,,
"XPMM42","NJ","PAS","9129914711","07/01/2024",,,,,
"HTK1111","PA","PAS","9129939458","06/11/2024",,,,,
"S1716966","GA","PAS","9129986643","05/29/2024",,,,,
"LHJ76W","NJ","PAS","9130009418","06/06/2024",,,,,
"CNT4712","NY","999","9130071367","05/17/2024",,,,,
"4977252","NH","PAS","9130128687","05/29/2024","04:14P","FIRE HYDRANT","114","Q","TRAFFIC"
"LKV2556","NY","999","9130376932","05/25/2024",,,,,
"BAL7833","WA","PAS","9130383742","06/19/2024",,,,,
"7WPR582","CA","PAS","9130427897","06/12/2024",,,,,
"7LZV808","CA","PAS","9130455601","05/28/2024",,,,,
"DDR4702","NJ","PAS","9130485228","05/20/2024",,,,,
"BJ56794","CT","PAS","9130490546","05/26/2024",,,,,
"S8092347","GA","PAS","9130552953","06/02/2024",,,,,
"AZ93473","CT","PAS","9130571996","06/03/2024",,,,,
"LYY3487","PA","PAS","9130601538","05/17/2024",,,,,
"BG21186","CT","999","9130657120","05/22/2024",,,,,
"S1976055","GA","PAS","9130705540","09/20/2024","02:20P","FAIL TO DSPLY MUNI METER RECPT","120","R","TRAFFIC"
"E6161G","TN","PAS","9130714795","06/11/2024",,,,,
"BDY501","IN","PAS","9130767209","05/24/2024",,,,,
"XAF1068","CT","DLR","9130768354","05/30/2024",,,,,
"DP35269","IL","PAS","9130900724","05/27/2024",,,,,
"LGW4007","NY","PAS","9131008173","05/25/2024",,,,,
"KKP","OH","PAS","9131064528","08/23/2024","07:54A","CROSSWALK","023","NY","TRAFFIC"
"KHT568","VT","PAS","9131099919","05/28/2024",,,,,
"NYCI0","NY","SRF","9131186804","06/12/2024",,,,,
"JLZ2012","PA","PAS","9131197012","05/29/2024",,,,,
"JCZ7858","PA","PAS","9131389831","06/08/2024",,,,,
"AK89137","CT","PAS","9131470385","05/22/2024",,,,,
"X46FCW","NJ","PAS","9131489047","05/23/2024",,,,,
"SGM1770","GA","PAS","9131581742","05/26/2024",,,,,
"N26UCT","NJ","PAS","9131584159","06/03/2024",,,,,
"T52UKE","NJ","PAS","9131590214","05/24/2024",,,,,
"AOH7W5","AL","PAS","9131598638","06/12/2024",,,,,
"XCJB44","NJ","PAS","9131610304","05/28/2024",,,,,
"B72MJU","NJ","PAS","9131683496","06/01/2024","00:05A","VIN OBSCURED","060","K","TRAFFIC"
"S1921895","GA","PAS","9131720500","05/30/2024",,,,,
"LVE3626","PA","PAS","9131727499","05/31/2024",,,,,
"1A13677","AL","PAS","9131742488","06/07/2024",,,,,
"P30RUF","NJ","PAS","9131756177","05/26/2024",,,,,
"090417","VA","PAS","9131805401","05/24/2024",,,,,
"SGF2544","GA","PAS","9131818468","06/14/2024",,,,,
"ALC70P","QB","PAS","9131828607","06/25/2024",,,,,
"2K3305","WV","PAS","9131858053","07/23/2024",,,,,
"MMH2183","PA","PAS","9131868411","06/07/2024","11:56A","FIRE HYDRANT","052","BX","TRAFFIC"
"PL689X","FL","PAS","9131895918","05/25/2024",,,,,
"487AHG","GA","PAS","9132051050","06/04/2024",,,,,
"RPM1497","GA","PAS","9132090821","05/29/2024",,,,,
"14270MP","NY","COM","9132112166","06/27/2024",,,,,
"CJB153","SC","PAS","9132182284","06/26/2024",,,,,
"P55SKF","NJ","PAS","9132216490","05/30/2024",,,,,
"93","NY","999","9132248842","06/05/2024",,,,,
"JGV1266","OH","PAS","9132276679","06/06/2024",,,,,
"7H38091","CA","PAS","9132301091","06/07/2024",,,,,
"G6752H","FL","PAS","9132308620","06/12/2024",,,,,
"KDM6738","PA","PAS","9132349385","06/27/2024",,,,,
"S72RJH","NJ","PAS","9132393404","06/22/2024",,,,,
"39334KA","NY","COM","9132404700","09/13/2024","12:23P","BIKE LANE","023","NY","TRAFFIC"
"3RFS75","MA","PAS","9132431557","05/27/2024",,,,,
"JYC7874","VA","PAS","9132445817","06/05/2024",,,,,
"N50LBM","NJ","PAS","9132488180","06/19/2024",,,,,
"292085","NH","PAS","9132552300","02/22/2025","08:15A","NO PARKING-STREET CLEANING","115","Q","TRAFFIC"
"KZP4785","NY","PAS","9132641308","05/30/2024","05:49P","FIRE HYDRANT","006","NY","TRAFFIC"
"DAR5406","NJ","PAS","9132693564","06/11/2024",,,,,
"S1935750","GA","PAS","9132694246","06/14/2024",,,,,
"RGC495","MS","PAS","9132714038","06/21/2024",,,,,
"AW57807","CT","PAS","9132732697","06/06/2024",,,,,
"BN75316","IL","PAS","9132772750","07/12/2024",,,,,
"1708","TN","PAS","9132831493","05/25/2024",,,,,
"211BP6","NY","MOT","9132842442","06/19/2024","02:05P","SIDEWALK","084","K","TRAFFIC"
"6BO8P4","TN","PAS","9132842545","06/20/2024",,,,,
"JKW9062","NY","PAS","9132869320","08/09/2024","01:52P","FIRE HYDRANT","079","K","TRAFFIC"
"MCR3149","PA","PAS","9132881393","06/05/2024",,,,,
"K33FTD","NJ","PAS","9132885260","06/07/2024",,,,,
"BLF167","AL","PAS","9132910241","05/22/2024",,,,,
"BXZ3BA","FL","PAS","9132997772","06/14/2024",,,,,
"3430456","IN","PAS","9133003014","06/13/2024",,,,,
"AWP6629","WA","PAS","9133008590","06/11/2024",,,,,
"S1917055","GA","PAS","9133025988","05/26/2024",,,,,
"C260223","CT","CMB","9133086679","06/17/2024",,,,,
"LPN4085","NY","PAS","9133130401","11/01/2024","09:56A","NO STANDING-EXC. TRUCK LOADING","088","K","TRAFFIC"
"VKL79K","NJ","PAS","9133136956","07/23/2024",,,,,
"PL736J","NJ","PAS","9133227457","06/14/2024",,,,,
"EL60767","IL","PAS","9133233469","06/12/2024",,,,,
"MHH6055","PA","PAS","9133254813","06/24/2024",,,,,
"9ET692","MA","PAS","9133286050","05/30/2024",,,,,
"S1887061","GA","PAS","9133330724","05/25/2024",,,,,
"8179635","NY","DLR","9133380703","06/10/2024","07:56A","FIRE HYDRANT","077","K","TRAFFIC"
"DHR74T","FL","PAS","9133422126","06/17/2024",,,,,
"PDK","DE","PAS","9133508770","01/24/2025","09:29A","NO PARKING-STREET CLEANING","019","NY","TRAFFIC"
"AX80813","CT","PAS","9133645371","07/29/2024","02:00P","SIDEWALK","073","K","TRAFFIC"
"AF46499","CT","999","9133673974","06/24/2024",,,,,
"LSK0928","PA","PAS","9133703279","07/07/2024",,,,,
"BKK010","TN","PAS","9133704946","07/18/2024",,,,,
"AF40AN","FL","PAS","9133705859","06/03/2024",,,,,
"S1927491","GA","PAS","9133713674","06/14/2024",,,,,
"2EZ249","SD","PAS","9133742583","06/15/2024",,,,,
"S1899448","GA","PAS","9133745596","06/25/2024",,,,,
"R14SEE","NJ","PAS","9133776430","05/31/2024",,,,,
"LWV0297","PA","PAS","9133789678","06/20/2024",,,,,
"3031449","ME","PAS","9133799714","06/24/2024",,,,,
"C299586","CT","CMB","9133804485","06/22/2024",,,,,
"XKBJ80","NJ","PAS","9133810217","06/05/2024",,,,,
"KNE8493","PA","PAS","9133890316","06/03/2024",,,,,
"PBV8547","TX","PAS","9133897580","06/01/2024",,,,,
"TAT087","MS","PAS","9133898868","06/03/2024",,,,,
"8XNE798","CA","PAS","9133939147","06/06/2024",,,,,
"DAY0H3","NH","PAS","9134016004","06/08/2024",,,,,
"918BLO","NY","LMB","9134052598","06/11/2024",,,,,
"WPT9943","NC","PAS","9134088921","06/21/2024",,,,,
"G22SAK","NJ","PAS","9134114830","06/27/2024",,,,,
"306ULX","CT","999","9134155181","06/04/2024",,,,,
"BLANKPLATE","99","999","9134159332","06/28/2024","05:23A","SIDEWALK","070","K","TRAFFIC"
"CPL7285","GA","PAS","9134160723","06/08/2024",,,,,
"115361B","MT","PAS","9134174618","06/10/2024",,,,,
"7FJ316","MA","999","9134192578","06/15/2024",,,,,
"DM1922","FL","PAS","9134238360","06/06/2024",,,,,
"D59CMC","NJ","PAS","9134272458","06/18/2024",,,,,
"DNF5859","PA","PAS","9134278023","06/18/2024",,,,,
"GZX5451","PA","PAS","9134288960","06/18/2024",,,,,
"S1939638","GA","PAS","9134299142","06/18/2024",,,,,
"47149ND","NY","COM","9134312274","06/18/2024",,,,,
"XHNZ85","NJ","PAS","9134328932","06/26/2024",,,,,
"S1944517","GA","PAS","9134332388","06/23/2024",,,,,
"AH68130","AZ","PAS","9134339528","06/14/2024",,,,,
"KSP490","VT","PAS","9134353150","07/07/2024",,,,,
"1U24W2","TN","PAS","9134359229","07/02/2024",,,,,
"LCL4051","NY","PAS","9134436169","06/10/2024","05:29P","FIRE HYDRANT","020","NY","TRAFFIC"
"J49FHD","NJ","PAS","9134507838","06/07/2024",,,,,
"GK7724","WA","PAS","9134509290","06/10/2024",,,,,
"TLA4653","NC","PAS","9134554713","06/07/2024",,,,,
"S1943003","GA","PAS","9134557398","06/17/2024",,,,,
"852931T","NJ","PAS","9134583490","06/14/2024",,,,,
"MCF7668","PA","PAS","9134592003","06/13/2024",,,,,
"S1917577","GA","PAS","9134594036","06/19/2024",,,,,
"S17PTW","NJ","PAS","9134596793","07/01/2024",,,,,
"3051738","PA","PAS","9134664245","01/10/2025","06:38A","PLTFRM LFTS LWRD POS COMM VEH","014","NY","TRAFFIC"
"C291417","CT","PAS","9134783866","06/23/2024",,,,,
"H88PFL","FL","PAS","9134811461","06/11/2024",,,,,
"MD193X","FL","PAS","9134813597","06/18/2024",,,,,
"Z81YPW","QB","PAS","9134971580","06/23/2024",,,,,
"S1915470","GA","PAS","9135006596","06/02/2024",,,,,
"S1919687","GA","PAS","9135018070","06/11/2024",,,,,
"BCF4957","WA","PAS","9135045383","06/04/2024",,,,,
"89573CG","MD","PAS","9135046740","06/06/2024",,,,,
"L47REZ","NJ","PAS","9135100588","06/11/2024",,,,,
"AP89122","CT","PAS","9135156028","06/14/2024","03:10P","VIN OBSCURED","112","Q","TRAFFIC"
"JBD5150","TX","PAS","9135157719","06/22/2024",,,,,
"80285MN","NY","COM","9135213292","06/24/2024",,,,,
"UEF8101","VA","PAS","9135335713","06/04/2024",,,,,
"3298894","IN","PAS","9135372965","06/19/2024",,,,,
"D8798","DE","PAS","9135381190","06/10/2024",,,,,
"PC108416","DE","PAS","9135398620","07/16/2024",,,,,
"CQ16171","GA","PAS","9135423067","06/15/2024",,,,,
"ZSW3082","PA","PAS","9135466200","06/17/2024",,,,,
"4275336","IN","PAS","9135467721","06/25/2024",,,,,
"EC23870","IL","PAS","9135469341","07/05/2024",,,,,
"S1936398","GA","PAS","9135514826","07/06/2024",,,,,
"DV35781","IL","PAS","9135528667","06/20/2024",,,,,
"BLANKPLATE","99","999","9135542860","06/22/2024","11:21A","FIRE HYDRANT","052","BX","TRAFFIC"
"UAE6513","VA","PAS","9135553996","06/22/2024",,,,,
"RMM2845","GA","PAS","9135593799","07/03/2024",,,,,
"C157669","NJ","PAS","9135596855","06/13/2024",,,,,
"V31SUF","NJ","PAS","9135641046","06/11/2024",,,,,
"XNMR15","NJ","PAS","9135643481","06/18/2024",,,,,
"S2067473","GA","PAS","9135663224","10/22/2024","07:17A","FIRE HYDRANT","048","BX","TRAFFIC"
"BLANKPLATE","99","999","9135676966","06/12/2024","02:48P","NO STANDING-BUS LANE","052","BX","TRAFFIC"
"Z60SNZ","NJ","PAS","9135808184","07/12/2024",,,,,
"C312836","CT","CMB","9135845387","06/07/2024",,,,,
"DUS6803","NJ","PAS","9135885373","06/07/2024",,,,,
"LWP7036","PA","PAS","9135937695","06/18/2024",,,,,
"GPF2590","OH","PAS","9136023279","06/23/2024",,,,,
"LZW3086","PA","PAS","9136045792","06/15/2024",,,,,
"LYY9966","PA","PAS","9136084414","06/20/2024",,,,,
"5ELL57","MA","PAS","9136084992","06/21/2024",,,,,
"R86KEM","NJ","PAS","9136236263","06/17/2024",,,,,
"9704DME","NJ","PAS","9136260551","06/11/2024",,,,,
"BQN9933","TN","PAS","9136351374","07/10/2024",,,,,
"5EN6004","MD","PAS","9136374192","07/01/2024",,,,,
"T488023C","NY","OMT","9136411693","06/25/2024",,,,,
"1E9285","HI","PAS","9136448989","07/03/2024",,,,,
"S2170107","GA","PAS","9136467730","02/25/2025","07:53A","FIRE HYDRANT","050","BX","TRAFFIC"
"GWX0633","PA","PAS","9136498579","07/06/2024",,,,,
"RC8X7A","MO","PAS","9136512000","06/14/2024",,,,,
"G1292L","FL","PAS","9136534389","07/09/2024",,,,,
"LBU4986","NY","PAS","9136569422","07/11/2024","10:26A","FIRE HYDRANT","090","K","TRAFFIC"
"2865666","IN","PAS","9136586183","06/12/2024",,,,,
"H92UNH","NJ","PAS","9136596437","06/12/2024",,,,,
"AF46499","CT","999","9136605475","06/22/2024",,,,,
"3280279","IN","PAS","9136645485","11/01/2024","03:09P","DOUBLE PARKING","006","NY","TRAFFIC"
"BDY501","IN","PAS","9136661879","06/15/2024",,,,,
"AWGY88","MA","PAS","9136702018","06/28/2024",,,,,
"HZY2866","PA","PAS","9136707971","07/26/2024","02:34P","FIRE HYDRANT","025","NY","TRAFFIC"
"JFD5377","NY","PAS","9136750852","06/15/2024",,,,,
"G23UJJ","NJ","PAS","9136852156","06/25/2024",,,,,
"AT36120","CT","PAS","9136861741","06/19/2024",,,,,
"JE9671","WA","PAS","9136968365","07/14/2024",,,,,
"S1887254","GA","PAS","9137008432","06/18/2024",,,,,
"LKA3500","NY","PAS","9137013439","06/25/2024",,,,,
"LAU6091","NY","PAS","9137025703","06/14/2024","08:03A","CROSSWALK","047","BX","TRAFFIC"
"HEA5166","NC","PAS","9137026707","06/18/2024",,,,,
"E59MHN","NJ","PAS","9137041149","06/20/2024",,,,,
"YO22J","UT","PAS","9137081779","06/22/2024",,,,,
"EZJ424","GA","PAS","9137099036","07/06/2024",,,,,
"1A13RPB","AL","PAS","9137124092","07/24/2024","05:05P","FIRE HYDRANT","109","Q","TRAFFIC"
"P71HVZ","NJ","PAS","9137134231","06/29/2024",,,,,
"HCE644","NS","PAS","9137188227","07/02/2024",,,,,
"AU17291","CT","PAS","9137218906","07/06/2024",,,,,
"GZL278","SC","PAS","9137221516","07/06/2024",,,,,
"Y37BSS","NJ","PAS","9137243767","06/27/2024",,,,,
"784197T","NJ","PAS","9137278368","10/19/2024","09:21A","VIN OBSCURED","112","Q","TRAFFIC"
"P59AYX","NJ","PAS","9137280752","06/18/2024",,,,,
"KSH5819","OH","PAS","9137284393","08/08/2024","11:57A","FIRE HYDRANT","109","Q","TRAFFIC"
"6BUHT","FL","PAS","9137365812","07/08/2024",,,,,
"GFB4580","PA","PAS","9137391276","06/23/2024",,,,,
"S1925410","GA","PAS","9137410702","06/18/2024",,,,,
"GRS8225","PA","PAS","9137413090","06/27/2024",,,,,
"H86CLZ","NJ","PAS","9137414392","07/01/2024",,,,,
"FSD9845","QB","PAS","9137446198","06/24/2024",,,,,
"S1937066","GA","PAS","9137475770","06/23/2024",,,,,
"CKN972","MB","PAS","9137487036","06/26/2024",,,,,
"KZM5079","PA","PAS","9137490382","06/15/2024",,,,,
"8901117","NJ","PAS","9137500612","06/21/2024",,,,,
"FKY41","FL","PAS","9137557233","06/26/2024",,,,,
"7DK2164","MD","PAS","9137650154","06/19/2024",,,,,
"BAE","NY","ORG","9137688753","08/09/2024","10:28P","CROSSWALK","014","NY","TRAFFIC"
